"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
22615,60425,"8506101100","10","Alkaline","1996-01-01","#NA",60424,"8506100000","80"
22616,60426,"8506101100","80","Cylindrical cells","1996-01-01","#NA",60425,"8506101100","10"
22617,93270,"8506101800","80","Other","2011-01-01","#NA",60425,"8506101100","10"
22618,60429,"8506109100","10","Other","1996-01-01","#NA",60424,"8506100000","80"
22619,60430,"8506109100","80","Cylindrical cells","1996-01-01","#NA",60429,"8506109100","10"
22620,93271,"8506109800","80","Other","2011-01-01","#NA",60429,"8506109100","10"
22621,60433,"8506300000","80","Mercuric oxide","1996-01-01","#NA",49777,"8506000000","80"
22622,60437,"8506400000","80","Silver oxide","1996-01-01","#NA",49777,"8506000000","80"
22623,60441,"8506500000","80","Lithium","1996-01-01","#NA",49777,"8506000000","80"
22624,60442,"8506501000","80","Cylindrical cells","1996-01-01","#NA",60441,"8506500000","80"
22625,60443,"8506503000","80","Button cells","1996-01-01","#NA",60441,"8506500000","80"
22626,60444,"8506509000","80","Other","1996-01-01","#NA",60441,"8506500000","80"
22627,61148,"8506509010","80","Lithium iodine single cell battery the dimensions of which do not exceed 9 mm × 23 mm × 45 mm and a voltage of not more than 2,8 V","1996-01-01","#NA",60444,"8506509000","80"
22628,71200,"8506509030","80","Lithium-iodine or lithium-silver vanadium oxide single cell battery of dimensions of not more than 28 mm × 45 mm × 15 mm and a capacity of not less than 1,05 Ah","2000-01-01","#NA",60444,"8506509000","80"
22629,62482,"8506509090","80","Other","1996-01-01","#NA",60444,"8506509000","80"
22630,60445,"8506600000","80","Air-zinc","1996-01-01","#NA",49777,"8506000000","80"
22631,60449,"8506800000","80","Other primary cells and primary batteries","1996-01-01","#NA",49777,"8506000000","80"
22632,60450,"8506800500","80","Dry zinc-carbon batteries of a voltage of 5,5 V or more but not exceeding 6,5 V","1996-01-01","#NA",60449,"8506800000","80"
22633,93272,"8506808000","80","Other","2011-01-01","#NA",60449,"8506800000","80"
22634,49832,"8506900000","80","Parts","1972-01-01","#NA",49777,"8506000000","80"
22635,49833,"8507000000","80","Electric accumulators, including separators therefor, whether or not rectangular (including square)","1972-01-01","#NA",49496,"8500000000","80"
22636,49834,"8507100000","80","Lead-acid, of a kind used for starting piston engines","1972-01-01","#NA",49833,"8507000000","80"
22637,93274,"8507102000","80","Working with liquid electrolyte","2011-01-01","#NA",49834,"8507100000","80"
22638,93275,"8507102010","80","For use in civil aircraft","2011-01-01","#NA",93274,"8507102000","80"
22639,104803,"8507102090","80","Other","2019-07-01","#NA",93274,"8507102000","80"
22640,93277,"8507108000","80","Other","2011-01-01","#NA",49834,"8507100000","80"
22641,93278,"8507108010","80","For use in civil aircraft","2011-01-01","#NA",93277,"8507108000","80"
22642,93279,"8507108090","80","Other","2011-01-01","#NA",93277,"8507108000","80"
22643,49846,"8507200000","80","Other lead-acid accumulators","1972-01-01","#NA",49833,"8507000000","80"
22644,93280,"8507202000","80","Working with liquid electrolyte","2011-01-01","#NA",49846,"8507200000","80"
22645,93281,"8507202010","80","For use in civil aircraft","2011-01-01","#NA",93280,"8507202000","80"
22646,93282,"8507202090","80","Other","2011-01-01","#NA",93280,"8507202000","80"
22647,93283,"8507208000","80","Other","2011-01-01","#NA",49846,"8507200000","80"
22648,93284,"8507208010","80","For use in civil aircraft","2011-01-01","#NA",93283,"8507208000","80"
22649,93285,"8507208090","80","Other","2011-01-01","#NA",93283,"8507208000","80"
22650,49858,"8507300000","80","Nickel-cadmium","1972-01-01","#NA",49833,"8507000000","80"
22651,82622,"8507302000","80","Hermetically sealed","2006-01-01","#NA",49858,"8507300000","80"
22652,82626,"8507302010","80","For use in civil aircraft","2006-01-01","#NA",82622,"8507302000","80"
22653,82629,"8507302090","80","Other","2006-01-01","#NA",82622,"8507302000","80"
22654,93286,"8507308000","80","Other","2011-01-01","#NA",49858,"8507300000","80"
22655,93287,"8507308010","80","For use in civil aircraft","2011-01-01","#NA",93286,"8507308000","80"
22656,93288,"8507308090","80","Other","2011-01-01","#NA",93286,"8507308000","80"
22657,95901,"8507500000","80","Nickel-metal hydride","2012-01-01","#NA",49833,"8507000000","80"
22658,95902,"8507500010","80","For use in civil aircraft","2012-01-01","#NA",95901,"8507500000","80"
22659,95904,"8507500090","80","Other","2012-01-01","#NA",95901,"8507500000","80"
22660,95906,"8507600000","80","Lithium-ion","2012-01-01","#NA",49833,"8507000000","80"
22661,95913,"8507600010","80","For use in civil aircraft","2012-01-01","#NA",95906,"8507600000","80"
22662,99596,"8507600015","80","Cylindrical lithium-ion-accumulators or modules with:<br> <br><br><br>- a nominal capacity of 8,8 Ah or more, but not more than 18 Ah,<br> <br><br><br>- a nominal voltage of 36 V or more, but not more than 48 V,<br> <br><br><br>- a power of 300 Wh or more, but not more than 648 Wh,<br>for use in the manufacture of electric bicycles","2016-01-01","#NA",95906,"8507600000","80"
22663,104705,"8507600018","80","Lithium-ion polymer accumulator pack equipped with a battery management system and can-bus interface with:
-	6 modules with 90 cells or more but not more than 192 cells,
-	a nominal voltage of 280 V or more but not more than 400 V,
-	a nominal capacity of 9,7 Ah or more but not more than 120 Ah,
-	a charging voltage of 110 V or more but not more than 495 V, and
in a metal casing with:
-	a length of not more than 1 723 mm,
-	a width of not more than 1 162,23 mm,
-	a height of not more than 395 mm,
for use in the manufacture of vehicle capable of being charged by plugging to external source of electric power of heading 8703
","2019-07-01","#NA",95906,"8507600000","80"
22664,108775,"8507600021","80","Cylindrical rechargeable lithium-ion polymer accumulator module with: 

                            -a cable,

                            -a connector,

                            -1 or 2 cells,

                            -a charge control module or NTC temperature sensor,

                            -a fuse,

                            -a weight of 37,3 g or more but not more than 91,5 g,

                            -a nominal voltage of 3,2 V,

                            -a battery capacity of 1 100 mAh or more but not more than 2 200 mAh,
                            for the manufacture of automatic emergency call devices for passenger cars","2024-01-01","#NA",95906,"8507600000","80"
22665,108776,"8507600024","80","Rechargeable lithium-ion battery, based on lithium-iron-phosphate technology, with:

                            -a fuse,

                            -a cell-to-pack design,

                            -a length of 985 mm or more but not more than 1 015 mm,

                            -a width of 1 050 mm or more but not more than 1 070 mm

                            -a height of 145 mm or more but not more than 160 mm,

                            -a weight of 220 kg or more but not more than 250 kg,

                            -a capacity of 200 Ah or more,

                            -a specific energy density of 130 Wh/kg or more,
                            for use in the manufacture of vehicles of subheading 8702 40","2024-01-01","#NA",95906,"8507600000","80"
22666,109265,"8507600026","80","Modules for the assembly of electric accumulators using lithium ferrophosphate technology (LFP) with:
 
-a length of 670 mm or more, but not more than 882 mm,
 
-a width of 390 mm or more, but not more than 655 mm,
 
-a height of 110 mm or more, but not more than 137 mm,
 
-a weight of 60 kg or more, but not more than 165 kg, and
 
-a power of 11 300 Wh or more, but not more than 29 360 Wh
","2024-07-01","#NA",95906,"8507600000","80"
22667,109262,"8507600028","80","Lithium-ion rechargeable battery cell with:
 
-a length of 190 mm or more but not more than 380 mm,
 
-a width of 90 mm or more but not more than 150 mm,
 
-a height of 4 mm or more but not more than 15 mm,
 
-a weight of 0,1 kg or more but not more than 1,2 kg,
 
-a nominal voltage of 3,0 VDC or more but not more than 4,0 VDC,
 
-a nominal capacity of not more than 90 Ah,
for use in the manufacture of rechargeable hybrid and electric vehicle batteries","2024-07-01","#NA",95906,"8507600000","80"
22668,108434,"8507600029","80","A lithium-ion-rechargeable battery pack in a specific housing suitable for operating in digital cameras, having:
 
-­a length of 50 mm or more but not more than 120 mm,
 
-­a width of 35 mm or more but not more than 80 mm,
 
-­a height of 15 mm or more but not more than 45 mm,
 
-a weight of 0,040 kg or more but not more than 0,085 kg, and
 
-­a capacity of not more than 2200 mAh
","2023-01-01","#NA",95906,"8507600000","80"
22669,95911,"8507600030","80","Cylindrical lithium-ion accumulator or module, with a length of 63 mm or more and a diameter of 17,2 mm or more, having a nominal capacity of 1 200 mAh or more, for use in the manufacture of rechargeable batteries","2012-01-01","#NA",95906,"8507600000","80"
22670,99600,"8507600033","80","Lithium-ion battery module or accumulator, with:
-	a length of 150mm or more, but not more than 1 310mm,
-	a width of 100mm or more, but not more than 1 000mm,
-	a height of 200mm or more, but not more than 1 500mm,
-	a weight of 50kg or more, but not more than 200kg,
-	cells of a nominal capacity of 58 Ah or more but not more than 500Ah,
-	a nominal output voltage of 230 V AC or 45 V or more but not more than 980 V DC","2016-01-01","#NA",95906,"8507600000","80"
22671,109264,"8507600036","80","Lithium-ion accumulator, with
 
-multiple connected lithium-ion accumulator cells,
 
-charging and monitoring electronics,
 
-a power of 74 Wh or more, but not more than 75 Wh,
 
-in a plastic housing with electrical connection contacts and LCD display,
for use in the manufacture of cordless vacuum cleaners or rechargeable power sources therefor","2024-07-01","#NA",95906,"8507600000","80"
22672,109263,"8507600038","80","Modules for the assembly of lithium-ion battery packs, with:
 
-a length of 298 mm or more, but not more than 500 mm,
 
-a width of 33,5 mm or more, but not more than 209 mm,
 
-a height of 75 mm or more, but not more than 228 mm,
 
-a weight of 3,6 kg or more, but not more than 17 kg,
 
-a power of 458 Wh or more, but not more than 3 510 Wh, and
 
-a voltage of less than 45 V or more than 70 V
","2024-07-01","#NA",95906,"8507600000","80"
22673,106167,"8507600048","80","Integrated battery system in a metal or plastic case with or without holders, consisting of:
-	a lithium-ion battery with a voltage of 36 V or more but not more than 50,4 V and a nominal energy between 0,3kWh and 0,9 kWh,
-	a Battery Management System,
-	a power relay,
-	a cooling system,
-	one to four connectors,
-	for use in the manufacture of Mild-hybrid (mHEV) motor vehicles
","2021-07-01","#NA",95906,"8507600000","80"
22674,106168,"8507600058","80","Prismatic lithium-ion electric accumulator with:
 
-a width of 120,0 mm or more but not more than 305,0 mm,
 
-a thickness of 12,0 mm or more but not more than 67,0 mm,
 
-a height of 72,0 mm or more but not more than 126,0 mm,
 
-a nominal voltage of 3,6 V or more but not more than 3,75 V, and
 
-a nominal capacity of 6,9 Ah or more not more than 265 Ah,
for use in the manufacture of rechargeable electric vehicle batteries","2021-07-01","#NA",95906,"8507600000","80"
22675,105353,"8507600068","80","Lithium-ion accumulator in a metal housing, with
-	a length of 65 mm or more, but not more than 225 mm,
-	a width of 10 mm or more, but not more than 75 mm,
-	a height of 60 mm or more, but not more than 285 mm,
-	a nominal voltage of 2,1 V or more, but not more than 3,8 V, and
-	a nominal capacity of 2,5 Ah or more, but not more than 325 Ah","2020-07-01","#NA",95906,"8507600000","80"
22676,105368,"8507600077","80","Lithium-ion rechargeable batteries, with:
 
-a length of 700 mm or more, but not more than 2 820 mm,
 
-a width of 935 mm or more, but not more than 1 660 mm,
 
-a height of 85 mm or more, but not more than 700 mm,
 
-a weight of 250 kg or more, but not more than 700 kg,
 
-a power of not more than 175 kWh,
 
-a nominal voltage of 320 V or more, but not more than 430 V
","2020-07-01","#NA",95906,"8507600000","80"
22677,108090,"8507600083","80","Modules for the assembly of ion lithium electric accumulators with:
 
-a length of 570 mm or more, but not more than 610 mm,
 
-­a width of 210 mm or more, but not more than 240 mm,
 
-a height of 100 mm or more, but not more than 125 mm,
 
-­a weight of 28 kg or more, but not more than 35 kg, and
 
-a capacity of not more than 2500 Ah and a nominal energy of less than 8,4 kW,
for use in the manufacture of vehicles of subheadings 8703 60, 8703 70, 8703 80 and 8704 60","2022-07-01","#NA",95906,"8507600000","80"
22678,95907,"8507600090","80","Other","2012-01-01","#NA",95906,"8507600000","80"
22679,49869,"8507800000","80","Other accumulators","1972-01-01","#NA",49833,"8507000000","80"
22680,95914,"8507800010","80","For use in civil aircraft","2012-01-01","#NA",49869,"8507800000","80"
22681,95915,"8507800090","80","Other","2012-01-01","#NA",49869,"8507800000","80"
